N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
143,73,99,12.67,35.04,84.6,85.51,Soybean
123,26,43,11.79,36.21,50.25,75.47,Soybean
147,68,59,0.26,34.47,68.99,75.74,Soybean
126,59,107,7.77,25.87,74.04,75.71,Soybean
103,64,36,12.81,26.15,75.9,60.5,Soybean
78,73,33,1.47,37.06,62.32,56.02,Soybean
90,80,112,13.14,38.68,78.06,79.31,Soybean
58,23,54,9.99,30.75,60.99,66.49,Soybean
112,53,54,1.4,37.05,84.0,53.57,Soybean
126,27,48,2.89,25.07,80.23,52.62,Soybean
86,51,59,11.04,31.95,70.15,57.8,Soybean
63,37,72,6.98,33.39,52.1,82.39,Soybean
122,59,44,13.65,30.51,82.01,65.86,Soybean
121,94,77,9.47,32.22,75.8,86.46,Soybean
88,75,58,3.54,28.44,67.91,74.38,Soybean
89,56,62,1.42,27.1,50.93,75.57,Soybean
103,74,68,9.77,38.4,69.46,88.08,Soybean
52,55,69,2.55,27.35,60.51,85.52,Soybean
104,29,52,11.47,28.89,55.25,70.33,Soybean
82,89,116,11.53,28.24,70.5,67.61,Soybean
145,99,91,5.08,39.41,55.75,54.41,Soybean
120,82,72,4.84,27.94,79.84,80.14,Soybean
68,53,93,1.62,34.14,70.44,75.2,Soybean
83,91,71,2.64,34.56,72.82,52.6,Soybean
127,36,81,12.72,35.54,67.98,73.4,Soybean
99,80,109,5.43,31.6,80.0,68.26,Soybean
96,97,62,12.52,27.95,51.48,75.67,Soybean
95,37,39,6.93,32.48,87.39,46.25,Soybean
105,80,49,2.07,38.44,65.81,87.93,Soybean
106,55,92,6.68,27.45,79.16,77.71,Soybean
132,72,33,10.25,29.14,64.5,51.99,Soybean
100,52,113,13.66,27.32,85.34,71.58,Soybean
103,42,44,8.83,32.34,65.51,76.85,Soybean
139,83,44,2.1,34.74,66.68,89.98,Soybean
130,57,92,11.0,36.63,85.88,68.05,Soybean
77,88,76,4.58,31.1,87.24,47.2,Soybean
68,98,46,1.62,30.28,68.08,73.18,Soybean
76,49,113,10.55,35.04,83.41,77.85,Soybean
97,35,78,2.57,39.85,64.08,71.28,Soybean
68,73,46,9.55,33.3,75.57,78.38,Soybean
146,78,41,4.17,35.45,64.01,84.54,Soybean
100,25,40,0.26,35.82,54.33,56.45,Soybean
56,24,55,1.68,39.18,88.83,70.28,Soybean
78,20,118,10.49,26.16,79.58,64.91,Soybean
92,33,74,9.09,28.55,71.07,47.87,Soybean
118,50,110,6.58,29.77,61.97,59.03,Soybean
143,70,83,12.66,29.03,88.57,46.35,Soybean
107,98,94,11.54,34.23,85.17,79.69,Soybean
57,38,92,7.39,35.66,76.55,48.63,Soybean
91,51,55,1.02,35.22,81.82,51.01,Soybean
125,76,96,13.31,38.17,79.45,70.79,Soybean
91,50,88,0.55,36.67,79.87,54.58,Soybean
62,77,72,7.14,33.21,54.36,73.48,Soybean
75,45,40,9.45,32.68,72.72,81.5,Soybean
67,67,76,2.11,36.85,64.66,63.6,Soybean
91,60,57,11.94,25.05,74.37,71.75,Soybean
100,44,57,10.59,36.74,65.67,58.43,Soybean
133,66,64,9.05,37.55,73.73,71.15,Soybean
65,73,36,3.78,28.52,81.82,72.13,Soybean
52,76,56,13.52,29.31,80.23,66.17,Soybean
140,91,56,9.33,27.78,67.18,45.06,Soybean
128,80,76,5.84,37.12,88.53,47.31,Soybean
147,23,34,8.7,36.13,55.87,72.14,Soybean
94,50,66,9.87,35.53,57.46,51.89,Soybean
71,86,50,12.49,26.12,60.64,80.81,Soybean
72,60,119,9.55,35.85,56.35,64.9,Soybean
108,45,98,6.63,28.16,60.0,49.55,Soybean
111,87,71,1.71,27.63,70.79,68.95,Soybean
117,85,92,6.39,34.48,71.17,80.65,Soybean
103,38,31,11.11,29.88,88.46,62.12,Soybean
106,44,116,9.05,38.46,88.67,48.75,Soybean
72,66,80,5.27,26.34,80.59,70.33,Soybean
109,90,47,5.87,37.18,79.78,48.33,Soybean
122,27,64,9.57,31.2,78.74,51.05,Soybean
137,22,39,3.78,37.44,83.69,68.57,Soybean
134,52,68,5.69,37.08,80.06,60.94,Soybean
104,47,61,1.52,39.56,77.22,73.52,Soybean
129,41,66,5.35,37.79,71.25,89.71,Soybean
112,49,116,13.22,30.8,61.14,57.87,Soybean
105,66,94,9.29,38.07,86.84,47.69,Soybean
104,55,46,4.33,27.45,88.87,79.7,Soybean
74,78,65,8.56,37.26,68.98,54.97,Soybean
75,33,56,13.07,31.36,69.09,71.33,Soybean
98,92,77,5.56,31.18,84.92,54.7,Soybean
112,33,68,7.17,28.52,81.36,62.73,Soybean
94,98,94,7.2,36.08,54.2,73.62,Soybean
122,75,67,3.67,34.82,74.69,45.97,Soybean
128,43,91,8.33,38.28,89.94,60.46,Soybean
88,68,43,10.22,29.71,87.98,70.57,Soybean
146,62,97,7.62,39.41,88.37,71.35,Soybean
114,22,114,1.29,26.23,52.13,89.08,Soybean
118,42,76,3.96,30.05,50.73,79.89,Soybean
105,39,72,4.12,36.15,54.15,53.57,Soybean
58,34,31,13.45,35.99,81.89,63.45,Soybean
119,62,118,12.9,33.76,83.44,68.22,Soybean
77,99,67,10.21,34.94,53.6,58.36,Soybean
94,90,88,10.43,27.64,77.58,74.71,Soybean
75,52,77,12.0,36.07,60.62,68.58,Soybean
77,74,107,12.26,34.17,67.99,70.47,Soybean
89,60,42,13.57,38.83,73.15,64.29,Soybean
64,37,73,6.19,29.28,87.47,77.84,Soybean
55,22,48,0.12,39.43,59.71,59.34,Soybean
76,22,41,10.21,36.03,78.89,77.45,Soybean
87,35,89,11.21,26.76,66.16,74.61,Soybean
117,62,60,1.13,33.01,63.24,69.36,Soybean
124,42,63,12.1,26.08,78.85,64.09,Soybean
134,34,70,4.97,35.12,58.32,51.55,Soybean
113,92,52,8.07,34.28,54.66,53.19,Soybean
79,77,102,10.81,27.04,50.84,51.34,Soybean
131,59,45,12.54,32.74,79.17,87.68,Soybean
148,57,117,13.68,39.27,82.05,59.17,Soybean
52,25,101,5.31,32.28,63.02,58.66,Soybean
111,65,60,10.68,37.93,80.91,49.23,Soybean
61,25,84,10.73,38.8,56.95,58.13,Soybean
140,39,71,11.71,35.18,65.8,56.45,Soybean
79,38,52,2.75,36.71,67.66,49.38,Soybean
134,33,67,2.48,39.25,79.68,79.14,Soybean
87,84,52,4.92,36.21,60.62,53.6,Soybean
134,48,116,12.59,29.32,51.8,75.34,Soybean
109,50,55,10.07,33.2,65.66,87.81,Soybean
87,44,69,3.55,38.5,74.78,52.19,Soybean
64,90,32,0.49,33.81,53.54,54.88,Soybean
67,65,30,1.93,36.13,78.23,88.45,Soybean
101,71,106,6.91,38.68,86.02,84.12,Soybean
78,35,79,9.09,34.39,63.9,48.23,Soybean
109,30,56,12.32,31.88,61.63,89.32,Soybean
70,37,73,12.5,28.18,67.3,79.93,Soybean
66,75,115,12.81,30.4,72.21,67.85,Soybean
67,75,84,2.41,35.15,64.47,53.23,Soybean
106,76,104,7.6,32.35,76.81,88.11,Soybean
86,88,44,4.11,31.57,83.22,85.04,Soybean
109,85,111,7.42,29.57,60.97,77.4,Soybean
87,93,73,6.63,33.81,72.03,66.29,Soybean
61,35,117,9.56,34.49,54.34,61.04,Soybean
124,25,115,7.28,25.95,75.97,83.67,Soybean
133,71,98,11.61,25.5,77.58,56.72,Soybean
122,74,98,6.28,33.01,89.88,54.37,Soybean
50,95,51,3.1,37.41,60.03,81.24,Soybean
107,92,91,5.81,36.56,74.8,77.76,Soybean
52,68,80,0.53,25.92,77.56,68.86,Soybean
112,91,68,7.74,39.98,52.33,81.14,Soybean
70,75,51,7.52,28.37,69.87,45.16,Soybean
72,60,36,9.89,37.35,84.86,84.65,Soybean
58,90,79,12.36,37.69,59.45,58.05,Soybean
132,75,83,5.92,27.56,71.86,49.79,Soybean
104,82,114,11.56,30.59,54.84,81.78,Soybean
68,47,103,4.5,26.78,63.01,46.09,Soybean
111,94,41,0.58,28.9,62.02,48.58,Soybean
136,50,91,6.17,39.67,72.19,49.88,Soybean
140,74,116,2.22,33.4,54.55,71.44,Soybean
140,71,67,5.69,32.85,54.13,56.54,Soybean
88,93,106,13.39,32.18,83.23,62.24,Soybean
149,85,96,12.75,37.79,72.39,61.66,Soybean
125,65,99,2.71,30.0,88.15,82.43,Soybean
76,23,70,5.17,27.29,55.23,87.54,Soybean
95,41,96,9.34,32.5,72.38,73.19,Soybean
83,64,31,4.55,32.86,73.61,74.7,Soybean
82,47,86,12.45,38.1,62.45,47.2,Soybean
141,29,88,5.86,26.16,71.52,45.62,Soybean
144,85,59,2.24,36.28,78.0,82.18,Soybean
145,68,90,11.25,29.27,70.82,81.06,Soybean
99,99,78,10.16,38.96,79.33,73.07,Soybean
69,92,78,4.46,35.76,75.61,87.33,Soybean
89,70,72,3.42,33.3,77.13,73.95,Soybean
148,62,46,6.87,30.74,85.79,63.52,Soybean
144,25,87,6.0,30.72,66.87,80.98,Soybean
107,44,102,0.92,35.07,51.5,72.42,Soybean
80,23,49,4.16,34.82,87.67,78.18,Soybean
87,95,106,2.28,29.95,75.04,48.62,Soybean
135,43,83,8.97,33.79,81.05,78.16,Soybean
94,75,87,11.47,26.31,89.19,52.7,Soybean
90,74,33,12.45,32.53,70.9,54.17,Soybean
58,73,101,2.27,38.77,56.41,87.33,Soybean
58,22,93,12.08,28.67,62.18,45.26,Soybean
112,95,38,2.86,39.74,87.03,58.64,Soybean
128,66,114,13.84,37.14,82.74,89.74,Soybean
126,49,64,10.54,35.66,87.6,69.31,Soybean
71,95,57,8.01,25.62,63.43,56.67,Soybean
65,60,56,2.3,39.52,51.57,81.66,Soybean
81,74,100,12.76,29.44,87.14,55.67,Soybean
115,78,79,5.04,28.6,72.32,66.19,Soybean
139,59,74,9.35,32.16,51.39,78.84,Soybean
63,64,43,6.35,39.35,69.25,83.83,Soybean
87,41,58,12.86,33.87,69.38,71.16,Soybean
147,34,89,4.53,32.99,53.52,55.65,Soybean
57,36,58,9.88,34.71,54.89,81.13,Soybean
149,78,86,9.08,27.41,62.38,55.01,Soybean
70,44,90,10.98,39.52,82.38,80.99,Soybean
105,62,114,2.2,37.24,68.3,67.54,Soybean
95,83,89,8.8,38.51,64.29,51.75,Soybean
92,70,95,3.73,35.95,77.61,77.41,Soybean
141,80,80,0.6,32.78,70.61,51.1,Soybean
95,64,39,8.51,27.88,63.2,64.32,Soybean
97,22,117,10.4,30.27,84.83,74.03,Soybean
119,55,80,5.36,33.87,70.44,77.49,Soybean
133,98,116,6.98,25.64,52.86,78.36,Soybean
80,83,77,10.94,35.17,59.93,61.18,Soybean
82,47,86,6.07,35.08,76.23,52.17,Soybean
93,64,81,6.25,34.58,61.38,52.01,Soybean
120,40,86,12.41,33.25,64.6,72.79,Soybean
57,46,114,3.05,34.87,74.17,86.1,Soybean
122,95,115,13.78,33.13,61.76,56.55,Soybean
51,54,116,1.82,39.23,58.61,48.84,Soybean
66,67,41,9.67,38.57,69.64,77.67,Soybean
101,42,106,6.82,31.72,54.82,75.79,Soybean
94,83,63,0.05,37.54,79.93,64.38,Soybean
86,32,118,12.83,39.8,79.33,61.49,Soybean
91,49,95,5.97,39.08,66.05,72.72,Soybean
93,93,70,10.46,39.42,87.0,57.52,Soybean
130,39,83,5.33,38.26,55.68,61.42,Soybean
87,25,50,5.51,28.31,50.17,72.36,Soybean
148,38,47,4.39,33.74,76.08,63.81,Soybean
143,86,109,9.19,35.0,63.52,62.37,Soybean
55,93,107,5.15,34.36,50.93,77.3,Soybean
117,29,75,0.02,35.36,85.31,83.78,Soybean
100,75,36,2.65,27.75,70.76,52.27,Soybean
84,40,67,11.1,32.23,66.83,47.27,Soybean
107,75,49,9.32,28.18,84.42,87.01,Soybean
106,76,33,7.84,29.3,50.39,72.28,Soybean
122,21,40,13.17,25.99,56.97,59.77,Soybean
55,58,35,11.56,35.09,64.49,71.42,Soybean
62,80,36,9.49,33.3,60.93,79.74,Soybean
108,64,74,11.44,31.82,56.37,56.95,Soybean
135,47,59,2.65,29.59,68.57,66.28,Soybean
141,37,116,1.34,27.18,59.85,48.47,Soybean
79,33,57,6.63,39.79,69.63,61.82,Soybean
149,74,85,5.64,38.36,62.43,52.42,Soybean
51,78,30,1.49,37.84,88.58,59.14,Soybean
107,38,117,4.29,28.92,75.37,87.09,Soybean
85,60,89,13.1,26.5,82.49,58.34,Soybean
121,31,77,1.55,37.74,62.0,75.23,Soybean
94,39,57,10.54,38.96,66.85,73.47,Soybean
58,53,84,7.4,39.58,53.76,62.15,Soybean
114,55,110,10.31,27.44,73.48,79.97,Soybean
126,40,117,8.79,35.15,87.21,66.1,Soybean
99,75,60,13.03,34.66,75.53,80.94,Soybean
128,60,49,6.88,27.78,63.66,77.43,Soybean
81,60,88,5.81,27.69,55.05,51.84,Soybean
147,62,58,4.83,35.92,69.41,71.99,Soybean
92,91,57,2.5,30.2,87.78,68.07,Soybean
144,57,107,2.49,27.71,66.46,67.05,Soybean
127,37,71,12.38,28.04,71.46,89.7,Soybean
103,27,93,9.95,26.1,63.01,64.28,Soybean
96,85,55,13.08,25.68,74.83,58.94,Soybean
63,39,40,10.29,36.59,70.8,83.18,Soybean
97,88,45,13.04,25.28,82.93,69.38,Soybean
104,76,65,10.14,34.72,73.74,69.52,Soybean
78,37,58,7.36,25.94,71.25,61.33,Soybean
96,79,58,2.93,38.68,64.13,58.06,Soybean
112,21,57,8.33,29.77,77.95,78.14,Soybean
68,61,56,5.99,32.25,85.61,83.26,Soybean
140,83,40,6.93,28.28,61.54,51.81,Soybean
58,63,74,5.55,28.29,79.98,89.18,Soybean
86,70,101,3.19,35.22,87.58,69.39,Soybean
141,84,85,7.72,35.7,80.89,45.03,Soybean
101,84,78,5.8,39.62,70.27,89.01,Soybean
106,73,82,0.99,32.27,69.01,74.02,Soybean
137,58,97,12.07,33.07,66.22,58.49,Soybean
77,27,81,5.75,38.21,58.24,77.41,Soybean
85,86,105,10.85,31.95,60.32,71.26,Soybean
113,95,61,7.64,29.61,52.01,77.71,Soybean
67,68,88,10.58,26.3,65.71,89.99,Soybean
138,55,105,7.94,33.35,59.32,70.7,Soybean
84,26,93,10.25,25.02,67.86,76.49,Soybean
117,34,85,6.7,38.92,73.44,48.79,Soybean
127,44,89,2.07,38.23,55.36,59.92,Soybean
88,76,54,3.87,29.32,78.02,86.86,Soybean
139,57,117,9.55,28.76,79.32,84.87,Soybean
57,56,113,11.1,28.54,62.97,61.52,Soybean
137,35,79,9.53,37.44,57.66,66.18,Soybean
129,20,36,9.87,33.41,88.33,87.59,Soybean
133,66,35,11.51,35.04,60.56,69.22,Soybean
64,71,112,1.99,25.25,88.72,65.97,Soybean
56,56,81,6.33,38.39,88.07,88.83,Soybean
66,64,47,1.35,29.84,58.28,65.3,Soybean
135,33,41,9.43,37.01,85.55,86.69,Soybean
135,76,66,8.52,35.66,67.51,63.35,Soybean
113,53,39,4.15,28.02,82.63,63.61,Soybean
61,85,116,3.34,32.46,59.98,55.99,Soybean
131,50,111,10.25,36.62,73.32,65.87,Soybean
105,63,50,5.28,37.12,55.42,70.96,Soybean
95,42,83,12.15,28.8,69.34,48.37,Soybean
96,85,42,4.72,37.12,72.5,76.82,Soybean
128,30,95,7.34,30.23,68.07,51.07,Soybean
65,68,95,7.14,34.04,62.62,68.37,Soybean
118,97,47,6.09,37.16,59.23,64.2,Soybean
51,77,64,7.04,35.27,80.51,73.66,Soybean
141,48,103,12.06,36.29,55.68,65.29,Soybean
103,70,61,12.11,32.99,73.98,85.09,Soybean
76,20,54,4.19,38.12,78.28,61.19,Soybean
80,24,53,11.67,30.64,89.6,80.6,Soybean
90,53,114,1.68,34.06,63.26,55.16,Soybean
85,97,68,9.85,39.38,56.74,60.83,Soybean
96,38,89,1.28,30.27,76.81,55.26,Soybean
92,59,55,5.8,30.64,60.39,55.47,Soybean
114,85,71,10.27,30.13,76.73,62.18,Chickpea
99,83,68,6.71,26.45,86.08,75.64,Chickpea
142,91,98,12.4,36.45,75.96,83.9,Chickpea
50,36,99,5.19,25.45,86.76,51.7,Chickpea
121,57,70,2.06,39.26,89.72,63.9,Chickpea
106,62,61,3.46,29.67,79.66,62.83,Chickpea
65,59,37,10.67,28.57,86.41,68.08,Chickpea
77,64,47,1.99,30.48,56.95,52.0,Chickpea
135,59,87,9.59,25.96,58.24,83.67,Chickpea
131,90,30,7.53,37.55,89.51,75.29,Chickpea
71,49,53,10.48,39.4,87.98,65.95,Chickpea
90,54,76,13.67,31.81,78.61,74.35,Chickpea
125,85,110,4.66,30.01,59.43,57.52,Chickpea
68,63,92,3.18,27.5,79.44,84.66,Chickpea
138,23,47,2.16,39.24,74.5,81.17,Chickpea
99,83,49,3.8,34.86,76.13,88.75,Chickpea
108,24,55,13.89,26.43,71.09,87.62,Chickpea
118,67,68,5.57,33.05,71.13,66.3,Chickpea
83,85,52,11.66,26.02,80.8,75.16,Chickpea
88,46,119,13.51,33.26,77.66,74.89,Chickpea
123,43,34,2.07,33.57,51.55,63.14,Chickpea
56,75,43,5.3,32.58,63.96,48.49,Chickpea
101,64,74,7.92,28.35,88.71,72.9,Chickpea
109,87,97,1.67,34.7,85.46,81.31,Chickpea
101,47,51,9.6,39.18,50.49,47.07,Chickpea
128,24,62,9.39,26.74,62.15,68.17,Chickpea
73,66,42,7.55,34.93,89.69,71.6,Chickpea
75,24,101,0.34,26.17,63.52,85.53,Chickpea
139,24,75,9.3,37.1,80.05,69.78,Chickpea
139,67,102,6.31,28.08,71.07,60.57,Chickpea
59,92,87,11.7,39.31,68.97,54.81,Chickpea
66,66,57,6.67,28.15,63.12,68.81,Chickpea
127,81,30,6.22,27.3,88.21,47.39,Chickpea
51,46,44,5.37,34.71,80.03,72.05,Chickpea
126,23,36,9.66,25.09,57.68,74.01,Chickpea
76,68,46,13.21,37.61,55.47,75.72,Chickpea
122,84,105,3.84,38.07,79.48,57.03,Chickpea
120,99,84,3.21,33.34,54.91,48.12,Chickpea
97,80,92,3.9,35.82,73.86,58.83,Chickpea
123,39,85,13.37,28.56,66.21,50.13,Chickpea
58,27,43,4.87,25.85,54.3,81.19,Chickpea
135,32,106,2.38,39.66,88.68,72.55,Chickpea
72,92,85,2.91,33.45,59.11,73.82,Chickpea
120,56,61,4.89,35.67,70.05,75.14,Chickpea
122,62,54,4.1,33.47,61.89,70.98,Chickpea
76,75,53,12.46,30.22,50.26,89.76,Chickpea
137,69,42,5.1,35.25,56.74,47.55,Chickpea
142,39,59,7.7,39.23,89.8,46.92,Chickpea
130,67,36,5.74,33.26,62.08,86.16,Chickpea
133,38,42,12.3,32.23,67.61,56.33,Chickpea
120,88,36,4.0,28.59,52.9,77.02,Chickpea
92,36,99,11.03,28.75,52.42,83.45,Chickpea
56,47,51,3.79,34.65,50.54,65.29,Chickpea
141,55,88,12.47,38.06,56.46,68.11,Chickpea
132,57,43,0.73,26.92,86.74,57.69,Chickpea
112,89,50,0.49,27.22,67.86,80.63,Chickpea
133,45,47,2.32,35.43,63.69,51.58,Chickpea
93,98,77,5.26,30.68,70.62,81.85,Chickpea
88,20,55,12.6,34.86,80.11,79.08,Chickpea
89,21,68,7.65,32.48,69.94,47.49,Chickpea
56,55,66,8.65,39.53,79.21,75.1,Chickpea
119,75,91,12.67,28.73,51.95,46.8,Chickpea
74,54,93,6.62,37.38,78.54,82.16,Chickpea
108,46,91,8.04,26.06,79.04,85.47,Chickpea
62,86,57,10.05,30.24,70.04,78.63,Chickpea
135,75,40,11.96,38.31,87.18,60.29,Chickpea
130,65,46,2.65,32.8,54.35,53.13,Chickpea
135,39,41,6.29,36.58,71.88,59.25,Chickpea
147,27,57,1.79,25.98,79.44,78.18,Chickpea
111,91,117,4.59,30.51,67.56,45.05,Chickpea
57,45,60,8.38,32.92,56.63,54.69,Chickpea
94,93,85,4.66,31.36,60.19,64.92,Chickpea
67,81,85,7.15,25.27,50.46,64.47,Chickpea
137,52,58,2.18,28.44,83.19,53.72,Chickpea
109,80,34,4.59,35.55,50.27,50.03,Chickpea
109,39,64,0.68,37.67,82.7,48.06,Chickpea
51,87,42,1.28,40.0,62.84,84.31,Chickpea
115,48,74,5.11,35.67,63.16,46.14,Chickpea
140,65,102,6.83,29.25,58.79,79.37,Chickpea
63,56,60,3.86,32.75,80.67,45.12,Chickpea
97,72,116,3.82,25.6,81.73,74.56,Chickpea
105,24,45,2.48,37.72,56.92,64.46,Chickpea
61,85,83,0.83,27.41,73.26,67.1,Chickpea
145,34,113,6.91,27.35,74.88,56.44,Chickpea
141,65,76,9.76,25.45,65.43,64.57,Chickpea
104,76,37,1.79,36.02,71.71,50.53,Chickpea
77,27,77,9.64,37.61,64.53,47.07,Chickpea
138,56,110,2.85,33.07,77.42,80.04,Chickpea
53,76,93,13.52,38.57,74.79,80.04,Chickpea
139,33,79,5.27,29.27,54.3,79.36,Chickpea
85,24,48,0.95,31.24,66.47,65.98,Chickpea
99,92,72,8.98,30.71,79.4,47.66,Chickpea
52,62,108,10.47,39.49,89.33,47.12,Chickpea
50,68,117,12.7,38.52,59.36,86.65,Chickpea
66,63,98,7.28,37.84,55.26,51.02,Chickpea
120,75,82,9.67,28.57,62.06,51.09,Chickpea
111,67,76,9.0,36.45,87.76,78.92,Chickpea
97,49,67,10.74,32.09,83.81,75.1,Chickpea
111,52,86,4.68,28.07,74.55,60.86,Chickpea
118,56,38,5.23,27.28,85.55,67.35,Chickpea
68,69,118,8.99,34.4,88.19,79.37,Chickpea
83,26,44,13.79,30.51,81.86,77.49,Chickpea
148,86,56,13.16,39.96,82.12,50.62,Chickpea
98,62,88,12.85,36.07,67.47,52.64,Chickpea
129,59,74,1.27,36.83,84.26,87.61,Chickpea
96,51,35,3.47,34.8,74.98,81.68,Chickpea
140,74,68,4.89,26.81,61.07,54.21,Chickpea
99,96,45,13.65,35.0,66.76,89.79,Chickpea
138,95,80,7.98,34.76,67.49,70.11,Chickpea
75,28,58,5.02,28.94,63.11,59.68,Chickpea
105,28,111,4.92,28.79,81.21,61.95,Chickpea
127,83,30,2.75,34.54,50.74,87.92,Chickpea
63,64,42,6.58,29.71,81.84,60.91,Chickpea
127,80,35,10.88,38.22,58.12,63.9,Chickpea
74,89,49,5.35,28.71,63.6,57.85,Chickpea
149,57,111,7.49,25.93,60.4,85.92,Chickpea
53,94,100,4.69,38.54,50.28,76.44,Chickpea
128,65,66,7.29,29.1,85.88,45.39,Chickpea
81,89,109,0.81,27.19,79.84,60.38,Chickpea
131,83,107,8.01,30.9,62.63,79.81,Chickpea
127,54,107,8.17,27.75,62.35,78.5,Chickpea
114,31,33,3.68,32.85,79.35,67.86,Chickpea
110,67,43,0.85,35.28,84.35,64.25,Chickpea
69,82,94,6.97,29.4,75.39,49.0,Chickpea
123,64,85,8.02,25.06,77.15,57.76,Chickpea
59,25,62,11.96,31.37,74.46,83.93,Chickpea
137,64,101,9.04,27.88,53.88,68.02,Chickpea
83,51,49,7.53,36.65,68.66,53.85,Chickpea
110,87,35,9.8,28.63,79.52,87.03,Chickpea
141,22,30,6.34,35.99,79.71,65.13,Chickpea
76,21,38,9.4,26.43,75.74,87.26,Chickpea
89,39,84,4.26,39.73,58.88,69.96,Chickpea
114,58,61,7.83,35.48,82.62,64.09,Chickpea
82,31,47,12.35,39.01,72.24,57.43,Chickpea
117,80,66,11.06,25.63,79.94,55.27,Chickpea
120,55,92,5.48,25.82,83.61,77.11,Chickpea
58,28,48,9.76,34.44,57.54,87.17,Chickpea
65,63,34,0.07,36.24,67.47,59.05,Chickpea
54,94,85,3.98,29.02,52.71,74.12,Chickpea
147,72,41,3.42,31.89,66.74,84.19,Chickpea
72,49,94,3.38,26.78,74.0,77.37,Chickpea
92,85,99,0.4,35.35,63.17,86.8,Chickpea
138,57,110,1.64,27.09,82.07,59.97,Chickpea
106,57,37,7.53,39.85,74.49,63.15,Chickpea
100,52,34,9.54,36.29,75.35,72.31,Chickpea
62,90,57,1.27,32.06,65.11,78.37,Chickpea
73,74,108,1.23,28.61,72.07,61.6,Chickpea
60,95,89,12.08,26.38,81.58,48.08,Chickpea
101,42,117,10.59,34.95,60.45,60.88,Chickpea
66,89,119,7.66,33.01,70.94,51.91,Chickpea
86,33,101,7.92,26.25,73.95,75.96,Chickpea
62,68,109,5.95,32.72,68.13,55.91,Chickpea
111,64,100,12.95,30.97,82.0,56.37,Chickpea
140,96,46,12.8,39.16,76.7,88.68,Chickpea
133,46,80,10.33,26.99,74.47,45.19,Chickpea
146,94,84,5.35,35.83,54.34,50.01,Chickpea
145,86,93,2.02,28.03,69.0,64.95,Chickpea
57,68,60,3.49,34.78,50.45,82.35,Chickpea
105,21,88,5.33,31.63,64.7,56.53,Chickpea
142,79,100,12.42,39.94,72.57,77.08,Chickpea
132,85,80,7.46,34.1,85.9,69.24,Chickpea
119,78,96,7.77,28.53,62.39,88.95,Chickpea
93,79,47,5.62,32.27,67.23,76.04,Chickpea
109,41,56,6.5,37.3,76.45,63.54,Chickpea
90,65,110,2.74,33.01,88.1,64.6,Chickpea
70,72,61,6.28,29.72,66.1,56.06,Chickpea
135,38,104,3.21,25.43,59.83,82.25,Chickpea
91,68,105,9.95,38.04,51.29,55.05,Chickpea
123,99,75,11.54,38.15,50.32,89.13,Chickpea
123,36,65,6.89,39.33,63.44,65.71,Chickpea
78,46,105,4.76,33.3,56.94,80.82,Chickpea
129,38,41,0.11,37.78,66.25,85.6,Chickpea
114,49,88,7.55,34.33,59.1,61.28,Chickpea
66,97,113,13.62,26.88,61.26,70.04,Chickpea
79,65,71,2.2,28.98,61.99,55.39,Chickpea
75,83,96,10.94,29.14,63.16,61.57,Chickpea
102,51,60,1.72,29.29,60.6,67.95,Chickpea
68,72,34,13.97,38.36,85.13,67.72,Chickpea
102,42,113,4.44,25.94,72.34,51.25,Chickpea
134,55,76,9.65,33.42,71.31,51.68,Chickpea
66,29,71,1.12,33.93,61.09,72.21,Chickpea
95,78,30,1.02,28.73,65.12,77.17,Chickpea
134,48,85,8.39,35.69,84.29,88.85,Chickpea
102,30,40,1.88,29.02,57.72,49.5,Chickpea
113,57,70,12.95,34.46,54.81,83.24,Chickpea
94,98,65,11.1,31.4,84.09,67.31,Chickpea
98,51,60,5.12,36.44,50.83,53.86,Chickpea
68,71,92,8.77,36.43,71.1,69.89,Chickpea
120,20,117,0.04,25.3,80.37,54.9,Chickpea
130,33,92,5.71,27.32,83.66,89.97,Chickpea
114,22,44,4.33,35.39,83.7,68.19,Chickpea
86,49,86,6.98,25.56,77.12,71.7,Chickpea
119,50,31,1.31,38.29,50.78,56.23,Chickpea
75,20,58,12.27,29.73,83.1,87.26,Chickpea
51,65,88,1.78,34.68,56.53,55.82,Chickpea
108,33,70,10.69,31.18,57.95,52.64,Chickpea
145,55,115,8.09,27.37,57.15,67.09,Chickpea
54,65,70,12.83,28.55,54.16,58.02,Chickpea
86,74,40,1.99,27.31,77.2,60.09,Chickpea
80,55,113,8.54,33.94,62.11,84.43,Chickpea
125,62,68,8.63,38.44,89.08,51.7,Chickpea
148,62,108,0.92,34.01,66.01,85.43,Chickpea
143,34,110,8.91,29.16,89.98,72.7,Chickpea
97,57,33,10.01,29.22,65.09,86.07,Chickpea
55,63,60,0.85,27.26,89.03,62.75,Chickpea
64,74,59,1.7,26.69,68.76,75.72,Chickpea
64,74,90,13.98,25.8,52.22,58.51,Chickpea
110,97,98,9.93,31.12,51.19,59.22,Chickpea
65,77,49,7.88,26.92,51.47,68.76,Chickpea
69,76,102,4.93,38.11,78.09,58.57,Chickpea
126,75,43,7.97,26.17,86.17,87.81,Chickpea
93,21,73,9.01,27.71,67.77,64.54,Chickpea
91,53,47,8.14,25.14,81.28,88.23,Chickpea
95,68,78,8.86,26.31,64.05,76.53,Chickpea
